OrderID;CusomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
10380;37;8;1996-12-12 10:51:00.0000000;1997-01-09 00:00:00.0000000;1997-01-16 00:00:00.0000000;3;35.03;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;NULL;Ireland
10381;46;3;1996-12-12 11:03:00.0000000;1997-01-09 00:00:00.0000000;1996-12-13 00:00:00.0000000;3;7.99;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10382;20;4;1996-12-13 08:24:00.0000000;1997-01-10 00:00:00.0000000;1996-12-16 00:00:00.0000000;1;94.77;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10383;4;8;1996-12-16 14:16:00.0000000;1997-01-13 00:00:00.0000000;1996-12-18 00:00:00.0000000;3;34.24;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
10384;5;3;1996-12-16 14:23:00.0000000;1997-01-13 00:00:00.0000000;1996-12-20 00:00:00.0000000;3;168.64;Berglunds snabbköp;Berguvsvägen  8;Luleå;NULL;S-958 22;Sweden
10385;77;1;1996-12-17 14:15:00.0000000;1997-01-14 00:00:00.0000000;1996-12-23 00:00:00.0000000;2;30.96;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
10386;21;9;1996-12-18 15:18:00.0000000;1997-01-01 00:00:00.0000000;1996-12-25 00:00:00.0000000;3;13.99;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10387;72;1;1996-12-18 15:37:00.0000000;1997-01-15 00:00:00.0000000;1996-12-20 00:00:00.0000000;2;93.63;Santé Gourmet;Erling Skakkes gate 78;Stavern;NULL;4110;Norway
10388;74;2;1996-12-19 09:52:00.0000000;1997-01-16 00:00:00.0000000;1996-12-20 00:00:00.0000000;1;34.86;Seven Seas Imports;90 Wadhurst Rd.;London;NULL;OX15 4NB;UK
10389;10;4;1996-12-20 09:20:00.0000000;1997-01-17 00:00:00.0000000;1996-12-24 00:00:00.0000000;2;47.42;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10390;20;6;1996-12-23 12:37:00.0000000;1997-01-20 00:00:00.0000000;1996-12-26 00:00:00.0000000;1;126.38;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10391;17;3;1996-12-23 12:41:00.0000000;1997-01-20 00:00:00.0000000;1996-12-31 00:00:00.0000000;3;5.45;Drachenblut Delikatessen;Walserweg 21;Aachen;NULL;52066;Germany
10392;61;2;1996-12-24 16:53:00.0000000;1997-01-21 00:00:00.0000000;1997-01-01 00:00:00.0000000;3;122.46;Piccolo und mehr;Geislweg 14;Salzburg;NULL;5020;Austria
10393;73;1;1996-12-25 10:09:00.0000000;1997-01-22 00:00:00.0000000;1997-01-03 00:00:00.0000000;3;126.56;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10394;36;1;1996-12-25 10:15:00.0000000;1997-01-22 00:00:00.0000000;1997-01-03 00:00:00.0000000;3;30.34;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
10395;35;6;1996-12-26 08:12:00.0000000;1997-01-23 00:00:00.0000000;1997-01-03 00:00:00.0000000;1;184.41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10396;25;1;1996-12-27 11:19:00.0000000;1997-01-10 00:00:00.0000000;1997-01-06 00:00:00.0000000;3;135.35;Frankenversand;Berliner Platz 43;München;NULL;80805;Germany
10397;62;5;1996-12-27 11:20:00.0000000;1997-01-24 00:00:00.0000000;1997-01-02 00:00:00.0000000;1;60.26;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;NULL;1756;Portugal
10398;73;2;1996-12-30 11:14:00.0000000;1997-01-27 00:00:00.0000000;1997-01-09 00:00:00.0000000;3;89.16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10399;85;8;1996-12-31 16:31:00.0000000;1997-01-14 00:00:00.0000000;1997-01-08 00:00:00.0000000;3;27.36;Vaffeljernet;Smagsloget 45;Århus;NULL;8200;Denmark
10400;19;1;1997-01-01 12:33:00.0000000;1997-01-29 00:00:00.0000000;1997-01-16 00:00:00.0000000;3;83.93;Eastern Connection;35 King George;London;NULL;WX3 6FW;UK
10401;67;1;1997-01-01 12:35:00.0000000;1997-01-29 00:00:00.0000000;1997-01-10 00:00:00.0000000;1;12.51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10402;20;8;1997-01-02 09:57:00.0000000;1997-02-13 00:00:00.0000000;1997-01-10 00:00:00.0000000;2;67.88;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10403;20;4;1997-01-03 11:11:00.0000000;1997-01-31 00:00:00.0000000;1997-01-09 00:00:00.0000000;3;73.79;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10404;50;2;1997-01-03 11:14:00.0000000;1997-01-31 00:00:00.0000000;1997-01-08 00:00:00.0000000;1;155.97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;NULL;24100;Italy
10405;47;1;1997-01-06 12:10:00.0000000;1997-02-03 00:00:00.0000000;1997-01-22 00:00:00.0000000;1;34.82;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10406;64;7;1997-01-07 11:10:00.0000000;1997-02-18 00:00:00.0000000;1997-01-13 00:00:00.0000000;1;108.04;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10407;58;2;1997-01-07 11:23:00.0000000;1997-02-04 00:00:00.0000000;1997-01-30 00:00:00.0000000;2;91.48;Ottilies Käseladen;Mehrheimerstr. 369;Köln;NULL;50739;Germany
10408;23;8;1997-01-08 09:38:00.0000000;1997-02-05 00:00:00.0000000;1997-01-14 00:00:00.0000000;1;11.26;Folies gourmandes;184, chaussée de Tournai;Lille;NULL;59000;France
10409;56;3;1997-01-09 08:37:00.0000000;1997-02-06 00:00:00.0000000;1997-01-14 00:00:00.0000000;1;29.83;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;NULL;1010;Argentina
10410;10;3;1997-01-10 16:07:00.0000000;1997-02-07 00:00:00.0000000;1997-01-15 00:00:00.0000000;3;2.40;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10411;10;9;1997-01-10 16:18:00.0000000;1997-02-07 00:00:00.0000000;1997-01-21 00:00:00.0000000;3;23.65;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10412;89;8;1997-01-13 11:44:00.0000000;1997-02-10 00:00:00.0000000;1997-01-15 00:00:00.0000000;2;3.77;Wartian Herkku;Torikatu 38;Oulu;NULL;90110;Finland
10413;41;3;1997-01-14 08:41:00.0000000;1997-02-11 00:00:00.0000000;1997-01-16 00:00:00.0000000;2;95.66;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;NULL;31000;France
10414;21;2;1997-01-14 08:55:00.0000000;1997-02-11 00:00:00.0000000;1997-01-17 00:00:00.0000000;3;21.48;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10415;36;3;1997-01-15 15:28:00.0000000;1997-02-12 00:00:00.0000000;1997-01-24 00:00:00.0000000;1;0.20;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
10416;89;8;1997-01-16 12:52:00.0000000;1997-02-13 00:00:00.0000000;1997-01-27 00:00:00.0000000;3;22.72;Wartian Herkku;Torikatu 38;Oulu;NULL;90110;Finland
10417;75;4;1997-01-16 13:00:00.0000000;1997-02-13 00:00:00.0000000;1997-01-28 00:00:00.0000000;3;70.29;Simons bistro;Vinbæltet 34;Kobenhavn;NULL;1734;Denmark
10418;65;4;1997-01-17 11:03:00.0000000;1997-02-14 00:00:00.0000000;1997-01-24 00:00:00.0000000;1;17.55;QUICK-Stop;Taucherstraße 10;Cunewalde;NULL;01307;Germany
10419;70;4;1997-01-20 08:16:00.0000000;1997-02-17 00:00:00.0000000;1997-01-30 00:00:00.0000000;2;137.35;Richter Supermarkt;Starenweg 5;Genève;NULL;1204;Switzerland
10420;90;3;1997-01-21 11:42:00.0000000;1997-02-18 00:00:00.0000000;1997-01-27 00:00:00.0000000;1;44.12;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10421;63;8;1997-01-21 11:59:00.0000000;1997-03-04 00:00:00.0000000;1997-01-27 00:00:00.0000000;1;99.23;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10422;27;2;1997-01-22 15:58:00.0000000;1997-02-19 00:00:00.0000000;1997-01-31 00:00:00.0000000;1;3.02;Franchi S.p.A.;Via Monte Bianco 34;Torino;NULL;10100;Italy
10423;31;6;1997-01-23 11:14:00.0000000;1997-02-06 00:00:00.0000000;1997-02-24 00:00:00.0000000;3;24.50;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10424;52;7;1997-01-23 11:23:00.0000000;1997-02-20 00:00:00.0000000;1997-01-27 00:00:00.0000000;2;370.61;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10425;41;6;1997-01-24 09:47:00.0000000;1997-02-21 00:00:00.0000000;1997-02-14 00:00:00.0000000;2;7.93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;NULL;31000;France
10426;29;4;1997-01-27 10:07:00.0000000;1997-02-24 00:00:00.0000000;1997-02-06 00:00:00.0000000;1;18.69;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;NULL;8022;Spain
10427;61;4;1997-01-27 10:13:00.0000000;1997-02-24 00:00:00.0000000;1997-03-03 00:00:00.0000000;2;31.29;Piccolo und mehr;Geislweg 14;Salzburg;NULL;5020;Austria
10428;68;7;1997-01-28 15:10:00.0000000;1997-02-25 00:00:00.0000000;1997-02-04 00:00:00.0000000;1;11.09;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;NULL;42100;Italy
10429;37;3;1997-01-29 14:39:00.0000000;1997-03-12 00:00:00.0000000;1997-02-07 00:00:00.0000000;2;56.63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;NULL;Ireland
10430;20;4;1997-01-30 11:11:00.0000000;1997-02-13 00:00:00.0000000;1997-02-03 00:00:00.0000000;1;458.78;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10431;10;4;1997-01-30 11:18:00.0000000;1997-02-13 00:00:00.0000000;1997-02-07 00:00:00.0000000;2;44.17;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10432;77;3;1997-01-31 14:58:00.0000000;1997-02-14 00:00:00.0000000;1997-02-07 00:00:00.0000000;2;4.34;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
10433;62;3;1997-02-03 15:57:00.0000000;1997-03-03 00:00:00.0000000;1997-03-04 00:00:00.0000000;3;73.83;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;NULL;1756;Portugal
10434;24;3;1997-02-03 16:09:00.0000000;1997-03-03 00:00:00.0000000;1997-02-13 00:00:00.0000000;2;17.92;Folk och fä HB;Åkergatan 24;Bräcke;NULL;S-844 67;Sweden
10435;16;8;1997-02-04 11:17:00.0000000;1997-03-18 00:00:00.0000000;1997-02-07 00:00:00.0000000;2;9.21;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;NULL;WX1 6LT;UK
10436;7;3;1997-02-05 12:25:00.0000000;1997-03-05 00:00:00.0000000;1997-02-11 00:00:00.0000000;2;156.66;Blondel père et fils;24, place Kléber;Strasbourg;NULL;67000;France
10437;89;8;1997-02-05 12:40:00.0000000;1997-03-05 00:00:00.0000000;1997-02-12 00:00:00.0000000;1;19.97;Wartian Herkku;Torikatu 38;Oulu;NULL;90110;Finland
10438;81;3;1997-02-06 10:57:00.0000000;1997-03-06 00:00:00.0000000;1997-02-14 00:00:00.0000000;2;8.24;Toms Spezialitäten;Luisenstr. 48;Münster;NULL;44087;Germany
10439;52;6;1997-02-07 16:40:00.0000000;1997-03-07 00:00:00.0000000;1997-02-10 00:00:00.0000000;3;4.07;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10440;73;4;1997-02-10 11:21:00.0000000;1997-03-10 00:00:00.0000000;1997-02-28 00:00:00.0000000;2;86.53;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10441;57;3;1997-02-10 11:39:00.0000000;1997-03-24 00:00:00.0000000;1997-03-14 00:00:00.0000000;2;73.02;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10442;20;3;1997-02-11 14:06:00.0000000;1997-03-11 00:00:00.0000000;1997-02-18 00:00:00.0000000;2;47.94;Ernst Handel;Kirchgasse 6;Graz;NULL;8010;Austria
10443;68;8;1997-02-12 11:51:00.0000000;1997-03-12 00:00:00.0000000;1997-02-14 00:00:00.0000000;1;13.95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;NULL;42100;Italy
10444;5;3;1997-02-12 12:07:00.0000000;1997-03-12 00:00:00.0000000;1997-02-21 00:00:00.0000000;3;3.50;Berglunds snabbköp;Berguvsvägen  8;Luleå;NULL;S-958 22;Sweden
10445;5;3;1997-02-13 09:17:00.0000000;1997-03-13 00:00:00.0000000;1997-02-20 00:00:00.0000000;1;9.30;Berglunds snabbköp;Berguvsvägen  8;Luleå;NULL;S-958 22;Sweden
10446;81;6;1997-02-14 15:43:00.0000000;1997-03-14 00:00:00.0000000;1997-02-19 00:00:00.0000000;1;14.68;Toms Spezialitäten;Luisenstr. 48;Münster;NULL;44087;Germany
10447;69;4;1997-02-14 15:55:00.0000000;1997-03-14 00:00:00.0000000;1997-03-07 00:00:00.0000000;2;68.66;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10448;66;4;1997-02-17 09:33:00.0000000;1997-03-17 00:00:00.0000000;1997-02-24 00:00:00.0000000;2;38.82;Rancho grande;Av. del Libertador 900;Buenos Aires;NULL;1010;Argentina
10449;7;3;1997-02-18 16:47:00.0000000;1997-03-18 00:00:00.0000000;1997-02-27 00:00:00.0000000;2;53.30;Blondel père et fils;24, place Kléber;Strasbourg;NULL;67000;France
10450;86;8;1997-02-19 10:08:00.0000000;1997-03-19 00:00:00.0000000;1997-03-11 00:00:00.0000000;2;7.23;Victuailles en stock;2, rue du Commerce;Lyon;NULL;69004;France
10451;65;4;1997-02-19 10:19:00.0000000;1997-03-05 00:00:00.0000000;1997-03-12 00:00:00.0000000;3;189.09;QUICK-Stop;Taucherstraße 10;Cunewalde;NULL;01307;Germany
10452;73;8;1997-02-20 10:09:00.0000000;1997-03-20 00:00:00.0000000;1997-02-26 00:00:00.0000000;1;140.26;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10453;4;1;1997-02-21 13:19:00.0000000;1997-03-21 00:00:00.0000000;1997-02-26 00:00:00.0000000;2;25.36;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
10454;41;4;1997-02-21 13:21:00.0000000;1997-03-21 00:00:00.0000000;1997-02-25 00:00:00.0000000;3;2.74;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;NULL;31000;France
10455;89;8;1997-02-24 09:27:00.0000000;1997-04-07 00:00:00.0000000;1997-03-03 00:00:00.0000000;2;180.45;Wartian Herkku;Torikatu 38;Oulu;NULL;90110;Finland
10456;39;8;1997-02-25 08:13:00.0000000;1997-04-08 00:00:00.0000000;1997-02-28 00:00:00.0000000;2;8.12;Königlich Essen;Maubelstr. 90;Brandenburg;NULL;14776;Germany
10457;39;2;1997-02-25 08:17:00.0000000;1997-03-25 00:00:00.0000000;1997-03-03 00:00:00.0000000;1;11.57;Königlich Essen;Maubelstr. 90;Brandenburg;NULL;14776;Germany
10458;78;7;1997-02-26 12:31:00.0000000;1997-03-26 00:00:00.0000000;1997-03-04 00:00:00.0000000;3;147.06;Suprêmes délices;Boulevard Tirou, 255;Charleroi;NULL;B-6000;Belgium
10459;86;4;1997-02-27 15:28:00.0000000;1997-03-27 00:00:00.0000000;1997-02-28 00:00:00.0000000;2;25.09;Victuailles en stock;2, rue du Commerce;Lyon;NULL;69004;France
10460;24;8;1997-02-28 08:44:00.0000000;1997-03-28 00:00:00.0000000;1997-03-03 00:00:00.0000000;1;16.27;Folk och fä HB;Åkergatan 24;Bräcke;NULL;S-844 67;Sweden
10461;46;1;1997-02-28 08:56:00.0000000;1997-03-28 00:00:00.0000000;1997-03-05 00:00:00.0000000;3;148.61;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10462;16;2;1997-03-03 09:04:00.0000000;1997-03-31 00:00:00.0000000;1997-03-18 00:00:00.0000000;1;6.17;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;NULL;WX1 6LT;UK
10463;78;5;1997-03-04 16:25:00.0000000;1997-04-01 00:00:00.0000000;1997-03-06 00:00:00.0000000;3;14.78;Suprêmes délices;Boulevard Tirou, 255;Charleroi;NULL;B-6000;Belgium
10464;28;4;1997-03-04 16:35:00.0000000;1997-04-01 00:00:00.0000000;1997-03-14 00:00:00.0000000;2;89.00;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;NULL;1675;Portugal
10465;85;1;1997-03-05 13:02:00.0000000;1997-04-02 00:00:00.0000000;1997-03-14 00:00:00.0000000;3;145.04;Vaffeljernet;Smagsloget 45;Århus;NULL;8200;Denmark
10466;15;4;1997-03-06 08:10:00.0000000;1997-04-03 00:00:00.0000000;1997-03-13 00:00:00.0000000;1;11.93;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
10467;50;8;1997-03-06 08:11:00.0000000;1997-04-03 00:00:00.0000000;1997-03-11 00:00:00.0000000;2;4.93;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;NULL;24100;Italy
10468;39;3;1997-03-07 09:28:00.0000000;1997-04-04 00:00:00.0000000;1997-03-12 00:00:00.0000000;3;44.12;Königlich Essen;Maubelstr. 90;Brandenburg;NULL;14776;Germany
10469;91;1;1997-03-10 12:04:00.0000000;1997-04-07 00:00:00.0000000;1997-03-14 00:00:00.0000000;1;60.18;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10470;9;4;1997-03-11 12:15:00.0000000;1997-04-08 00:00:00.0000000;1997-03-14 00:00:00.0000000;2;64.56;Bon app';12, rue des Bouchers;Marseille;NULL;13008;France
10471;11;2;1997-03-11 12:16:00.0000000;1997-04-08 00:00:00.0000000;1997-03-18 00:00:00.0000000;3;45.59;B's Beverages;Fauntleroy Circus;London;NULL;EC2 5NT;UK
10472;74;8;1997-03-12 10:25:00.0000000;1997-04-09 00:00:00.0000000;1997-03-19 00:00:00.0000000;1;4.20;Seven Seas Imports;90 Wadhurst Rd.;London;NULL;OX15 4NB;UK
10473;38;1;1997-03-13 10:40:00.0000000;1997-03-27 00:00:00.0000000;1997-03-21 00:00:00.0000000;3;16.37;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
10474;60;5;1997-03-13 10:53:00.0000000;1997-04-10 00:00:00.0000000;1997-03-21 00:00:00.0000000;2;83.49;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;NULL;05033;Mexico
10475;78;9;1997-03-14 08:41:00.0000000;1997-04-11 00:00:00.0000000;1997-04-04 00:00:00.0000000;1;68.52;Suprêmes délices;Boulevard Tirou, 255;Charleroi;NULL;B-6000;Belgium
10476;35;8;1997-03-17 11:21:00.0000000;1997-04-14 00:00:00.0000000;1997-03-24 00:00:00.0000000;3;4.41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10477;62;5;1997-03-17 11:23:00.0000000;1997-04-14 00:00:00.0000000;1997-03-25 00:00:00.0000000;2;13.02;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;NULL;1756;Portugal
10478;86;2;1997-03-18 11:07:00.0000000;1997-04-01 00:00:00.0000000;1997-03-26 00:00:00.0000000;3;4.81;Victuailles en stock;2, rue du Commerce;Lyon;NULL;69004;France
10479;67;3;1997-03-19 12:55:00.0000000;1997-04-16 00:00:00.0000000;1997-03-21 00:00:00.0000000;3;708.95;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10480;23;6;1997-03-20 15:53:00.0000000;1997-04-17 00:00:00.0000000;1997-03-24 00:00:00.0000000;2;1.35;Folies gourmandes;184, chaussée de Tournai;Lille;NULL;59000;France
10481;69;8;1997-03-20 16:07:00.0000000;1997-04-17 00:00:00.0000000;1997-03-25 00:00:00.0000000;2;64.33;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10482;43;1;1997-03-21 08:52:00.0000000;1997-04-18 00:00:00.0000000;1997-04-10 00:00:00.0000000;3;7.48;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
10483;91;7;1997-03-24 12:29:00.0000000;1997-04-21 00:00:00.0000000;1997-04-25 00:00:00.0000000;2;15.28;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10484;11;3;1997-03-24 12:45:00.0000000;1997-04-21 00:00:00.0000000;1997-04-01 00:00:00.0000000;3;6.88;B's Beverages;Fauntleroy Circus;London;NULL;EC2 5NT;UK
10485;47;4;1997-03-25 12:00:00.0000000;1997-04-08 00:00:00.0000000;1997-03-31 00:00:00.0000000;2;64.45;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10486;35;1;1997-03-26 13:47:00.0000000;1997-04-23 00:00:00.0000000;1997-04-02 00:00:00.0000000;2;30.53;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10487;64;2;1997-03-26 13:52:00.0000000;1997-04-23 00:00:00.0000000;1997-03-28 00:00:00.0000000;2;71.07;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10488;25;8;1997-03-27 09:09:00.0000000;1997-04-24 00:00:00.0000000;1997-04-02 00:00:00.0000000;2;4.93;Frankenversand;Berliner Platz 43;München;NULL;80805;Germany
10489;61;6;1997-03-28 09:04:00.0000000;1997-04-25 00:00:00.0000000;1997-04-09 00:00:00.0000000;2;5.29;Piccolo und mehr;Geislweg 14;Salzburg;NULL;5020;Austria
10490;35;7;1997-03-31 15:58:00.0000000;1997-04-28 00:00:00.0000000;1997-04-03 00:00:00.0000000;2;210.19;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10491;28;8;1997-03-31 16:03:00.0000000;1997-04-28 00:00:00.0000000;1997-04-08 00:00:00.0000000;3;16.96;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;NULL;1675;Portugal
10492;10;3;1997-04-01 13:22:00.0000000;1997-04-29 00:00:00.0000000;1997-04-11 00:00:00.0000000;1;62.89;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10493;41;4;1997-04-02 14:05:00.0000000;1997-04-30 00:00:00.0000000;1997-04-10 00:00:00.0000000;3;10.64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;NULL;31000;France
10494;15;4;1997-04-02 14:23:00.0000000;1997-04-30 00:00:00.0000000;1997-04-09 00:00:00.0000000;2;65.99;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
10495;42;3;1997-04-03 16:04:00.0000000;1997-05-01 00:00:00.0000000;1997-04-11 00:00:00.0000000;3;4.65;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
10496;83;7;1997-04-04 14:55:00.0000000;1997-05-02 00:00:00.0000000;1997-04-07 00:00:00.0000000;2;46.77;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
10497;44;7;1997-04-04 15:00:00.0000000;1997-05-02 00:00:00.0000000;1997-04-07 00:00:00.0000000;1;36.21;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;NULL;60528;Germany
10498;35;8;1997-04-07 15:24:00.0000000;1997-05-05 00:00:00.0000000;1997-04-11 00:00:00.0000000;2;29.75;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10499;46;4;1997-04-08 11:23:00.0000000;1997-05-06 00:00:00.0000000;1997-04-16 00:00:00.0000000;2;102.02;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10500;41;6;1997-04-09 15:19:00.0000000;1997-05-07 00:00:00.0000000;1997-04-17 00:00:00.0000000;1;42.68;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;NULL;31000;France
10501;6;9;1997-04-09 15:28:00.0000000;1997-05-07 00:00:00.0000000;1997-04-16 00:00:00.0000000;3;8.85;Blauer See Delikatessen;Forsterstr. 57;Mannheim;NULL;68306;Germany
10502;60;2;1997-04-10 15:35:00.0000000;1997-05-08 00:00:00.0000000;1997-04-29 00:00:00.0000000;1;69.32;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;NULL;05033;Mexico
10503;37;6;1997-04-11 08:14:00.0000000;1997-05-09 00:00:00.0000000;1997-04-16 00:00:00.0000000;2;16.74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;NULL;Ireland
10504;91;4;1997-04-11 08:25:00.0000000;1997-05-09 00:00:00.0000000;1997-04-18 00:00:00.0000000;3;59.13;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10505;52;3;1997-04-14 10:28:00.0000000;1997-05-12 00:00:00.0000000;1997-04-21 00:00:00.0000000;3;7.13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10506;39;9;1997-04-15 11:24:00.0000000;1997-05-13 00:00:00.0000000;1997-05-02 00:00:00.0000000;2;21.19;Königlich Essen;Maubelstr. 90;Brandenburg;NULL;14776;Germany
10507;3;7;1997-04-15 11:38:00.0000000;1997-05-13 00:00:00.0000000;1997-04-22 00:00:00.0000000;1;47.45;Antonio Moreno Taquería;Mataderos  2312;México D.F.;NULL;05023;Mexico
10508;58;1;1997-04-16 14:00:00.0000000;1997-05-14 00:00:00.0000000;1997-05-13 00:00:00.0000000;2;4.99;Ottilies Käseladen;Mehrheimerstr. 369;Köln;NULL;50739;Germany
10509;6;4;1997-04-17 15:28:00.0000000;1997-05-15 00:00:00.0000000;1997-04-29 00:00:00.0000000;1;0.15;Blauer See Delikatessen;Forsterstr. 57;Mannheim;NULL;68306;Germany
10510;73;6;1997-04-18 13:26:00.0000000;1997-05-16 00:00:00.0000000;1997-04-28 00:00:00.0000000;3;367.63;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10511;9;4;1997-04-18 13:41:00.0000000;1997-05-16 00:00:00.0000000;1997-04-21 00:00:00.0000000;3;350.64;Bon app';12, rue des Bouchers;Marseille;NULL;13008;France
